asset_number,schedule_date
SAID-0004421,7/16/2024
SAID-0004421,8/1/2024
SAID-0004422,6/7/2023
SAID-0004422,9/25/2023
SAID-0004422,1/16/2024
SAID-0004422,6/24/2024
SAID-0004422,7/16/2024
SAID-0004422,8/9/2024
SAID-0004422,9/24/2024
SAID-0004422,1/15/2025
SAID-0004422,1/16/2025
SAID-0004422,2/6/2025
SAID-0004423,5/22/2023
SAID-0004424,5/2/2023
SAID-0004425,8/5/2024
SAID-0004425,7/10/2024
SAID-0004425,1/13/2025
SAID-0004426,10/17/2023
SAID-0004426,5/3/2024
SAID-0004427,11/15/2023
SAID-0004427,1/17/2024
SAID-0004428,8/28/2024
SAID-0004428,12/17/2024
SAID-0004430,4/21/2023
SAID-0004430,11/7/2023
SAID-0004430,12/1/2023
SAID-0004430,7/12/2024
SAID-0004430,1/20/2025
SAID-0004431,12/17/2024
SAID-0004433,2/10/2025
SAID-0004434,2/10/2025
SAID-0004435,5/17/2024
SAID-0004436,10/10/2024
SAID-0004437,9/13/2024
SAID-0004441,12/4/2024
SAID-0004443,5/10/2024
SAID-0004443,5/16/2024
SAID-0004443,6/3/2024
SAID-0004443,11/6/2024
SAID-0004444,8/15/2023
SAID-0004444,2/26/2025
SAID-0004444,3/6/2025
SAID-0004445,12/18/2023
SAID-0004445,6/27/2024
SAID-0004446,11/27/2024
SAID-0004452,9/28/2023
SAID-0004453,8/8/2023
SAID-0004454,8/8/2023
SAID-0004454,1/6/2025
SAID-0004456,4/10/2024
SAID-0004456,7/23/2024
SAID-0004456,7/23/2024
SAID-0004456,3/4/2025
SAID-0004457,2/2/2024
SAID-0004457,2/6/2024
SAID-0004457,7/30/2024
SAID-0004457,10/2/2024
SAID-0004457,10/7/2024
SAID-0004457,10/2/2024
SAID-0004458,10/2/2024
SAID-0004459,7/31/2023
SAID-0004461,9/18/2024
SAID-0004461,1/9/2025
SAID-0004462,10/9/2023
SAID-0004463,10/28/2024
SAID-0004463,11/26/2024
SAID-0004463,12/6/2024
SAID-0004463,12/19/2024
SAID-0004463,12/26/2024
SAID-0004463,1/9/2025
SAID-0004463,1/27/2025
SAID-0004463,2/5/2025
SAID-0004463,3/18/2025
SAID-0004464,4/24/2023
SAID-0004465,6/4/2024
SAID-0004465,12/2/2024
SAID-0004465,1/14/2025
SAID-0004466,5/28/2024
SAID-0004466,6/19/2024
SAID-0004466,8/13/2024
SAID-0004466,8/26/2024
SAID-0004466,10/9/2024
SAID-0004467,8/22/2024
SAID-0004469,6/19/2024
SAID-0004469,11/4/2024
SAID-0004469,11/18/2024
SAID-0004470,10/17/2023
SAID-0004473,7/18/2023
SAID-0004473,12/13/2023
SAID-0004473,12/15/2023
SAID-0004473,12/19/2023
SAID-0004474,6/7/2023
SAID-0004474,8/28/2023
SAID-0004474,4/1/2024
SAID-0004474,4/18/2024
SAID-0004474,6/18/2024
SAID-0004474,7/1/2024
SAID-0004475,8/7/2023
SAID-0004475,8/12/2023
SAID-0004476,12/18/2023
SAID-0004476,8/10/2023
SAID-0004477,6/27/2023
SAID-0004477,10/23/2023
SAID-0004477,6/18/2024
SAID-0004477,10/14/2024
SAID-0004478,9/1/2023
SAID-0004480,7/18/2023
SAID-0004481,11/4/2024
SAID-0004482,8/3/2023
SAID-0004482,6/19/2024
SAID-0004483,8/3/2023
SAID-0004484,12/13/2023
SAID-0004484,8/22/2024
SAID-0004485,8/29/2023
SAID-0004485,12/5/2023
SAID-0004486,11/3/2023
SAID-0004486,1/25/2024
SAID-0004488,7/17/2023
SAID-0004488,10/13/2023
SAID-0004488,1/31/2025
SAID-0004488,2/13/2025
SAID-0004489,7/5/2023
SAID-0004489,10/31/2024
SAID-0004490,6/23/2023
SAID-0004490,6/30/2023
SAID-0004490,7/19/2023
SAID-0004490,4/1/2024
SAID-0004490,6/18/2024
SAID-0004490,7/1/2024
SAID-0004490,11/5/2024
SAID-0004490,11/12/2024
SAID-0004492,10/8/2024
SAID-0004492,11/1/2024
SAID-0004494,7/16/2024
SAID-0004494,9/24/2024
SAID-0004494,11/4/2024
SAID-0004494,1/16/2025
SAID-0004495,8/3/2023
SAID-0004495,5/8/2024
SAID-0004497,7/6/2023
SAID-0004498,12/14/2023
SAID-0004500,7/26/2023
SAID-0004500,7/29/2024
SAID-0004500,8/17/2024
SAID-0004500,11/4/2024
SAID-0004500,11/22/2024
SAID-0004501,6/13/2023
SAID-0004501,6/6/2024
SAID-0004501,7/2/2024
SAID-0004501,8/15/2024
SAID-0004501,9/28/2024
SAID-0004502,8/9/2023
SAID-0004502,8/22/2023
SAID-0004502,5/1/2024
SAID-0004503,6/21/2024
SAID-0004504,11/6/2023
SAID-0004504,11/20/2024
SAID-0004505,5/14/2024
SAID-0004507,2/17/2025
SAID-0004509,5/18/2023
SAID-0004510,10/30/2023
SAID-0004510,1/29/2025
SAID-0004510,2/6/2025
SAID-0004511,10/5/2024
SAID-0004512,5/24/2023
SAID-0004512,7/19/2023
SAID-0004512,7/21/2023
SAID-0004512,7/27/2023
SAID-0004512,8/4/2023
SAID-0004512,8/17/2023
SAID-0004514,7/18/2023
SAID-0004514,11/24/2023
SAID-0004514,1/26/2024
SAID-0004514,3/21/2024
SAID-0004514,1/26/2024
SAID-0004514,2/19/2025
SAID-0004516,12/13/2023
SAID-0004516,2/13/2024
SAID-0004516,3/6/2025
SAID-0004517,2/24/2025
SAID-0004519,10/7/2024
SAID-0004520,12/7/2023
SAID-0004520,4/19/2024
SAID-0004520,5/1/2024
SAID-0004520,7/10/2024
SAID-0004520,10/24/2024
SAID-0004522,12/11/2024
SAID-0004522,5/7/2024
SAID-0004522,11/15/2024
SAID-0004526,10/9/2024
SAID-0004526,12/20/2024
SAID-0004528,5/22/2023
SAID-0004528,7/6/2023
SAID-0004529,5/22/2023
SAID-0004529,9/19/2023
SAID-0004529,7/24/2024
SAID-0004529,11/11/2024
SAID-0004530,9/21/2023
SAID-0004530,10/2/2023
SAID-0004530,6/19/2024
SAID-0004530,8/10/2024
SAID-0004530,10/31/2024
SAID-0004531,5/22/2023
SAID-0004531,1/16/2024
SAID-0004531,10/18/2024
SAID-0004533,8/18/2023
SAID-0004533,9/12/2023
SAID-0004534,2/12/2024
SAID-0004535,5/1/2023
SAID-0004535,5/3/2023
SAID-0004535,5/12/2023
SAID-0004535,8/27/2024
SAID-0004535,9/5/2024
SAID-0004536,5/22/2023
SAID-0004536,7/24/2024
SAID-0004536,10/18/2024
SAID-0004542,7/19/2024
SAID-0004542,8/9/2024
SAID-0004542,9/30/2024
SAID-0004542,12/10/2024
SAID-0004543,4/22/2023
SAID-0004543,7/6/2023
SAID-0004543,8/30/2023
SAID-0004543,7/9/2024
SAID-0004544,7/12/2024
SAID-0004544,7/23/2024
SAID-0004545,6/2/2023
SAID-0004545,9/19/2023
SAID-0004545,5/2/2024
SAID-0004545,7/1/2024
SAID-0004545,7/22/2024
SAID-0004545,9/16/2024
SAID-0004545,9/26/2024
SAID-0004545,10/8/2024
SAID-0004545,10/14/2024
SAID-0004545,10/17/2024
SAID-0004545,1/28/2025
SAID-0004547,11/16/2023
SAID-0004547,4/29/2024
SAID-0004547,4/29/2024
SAID-0004547,6/20/2024
SAID-0004547,6/26/2024
SAID-0004547,8/28/2024
SAID-0004547,9/4/2024
SAID-0004547,9/4/2024
SAID-0004547,10/12/2024
SAID-0004547,10/15/2024
SAID-0004547,12/11/2024
SAID-0004547,12/17/2024
SAID-0004548,7/12/2023
SAID-0004548,7/21/2023
SAID-0004548,2/27/2024
SAID-0004548,3/4/2024
SAID-0004548,7/17/2024
SAID-0004548,12/19/2024
SAID-0004548,12/31/2024
SAID-0004550,6/30/2023
SAID-0004550,10/17/2023
SAID-0004550,6/12/2024
SAID-0004550,6/25/2024
SAID-0004550,6/26/2024
SAID-0004550,3/17/2025
SAID-0004551,7/10/2023
SAID-0004552,10/18/2023
SAID-0004553,5/8/2023
SAID-0004554,10/9/2024
SAID-0004554,10/25/2024
SAID-0004554,10/23/2024
SAID-0004554,10/25/2024
SAID-0004554,11/1/2024
SAID-0004554,11/7/2024
SAID-0004554,3/7/2025
SAID-0004556,10/25/2024
SAID-0004556,11/5/2024
SAID-0004556,1/6/2025
SAID-0004559,2/15/2024
SAID-0004560,7/10/2024
SAID-0004560,8/5/2024
SAID-0004560,8/31/2024
SAID-0004560,12/16/2024
SAID-0004560,12/30/2024
SAID-0004563,7/31/2024
SAID-0004564,2/5/2024
SAID-0004565,2/11/2025
SAID-0004565,2/11/2025
SAID-0004565,2/19/2025
SAID-0004566,12/28/2023
SAID-0004568,7/12/2023
SAID-0004568,10/3/2023
SAID-0004568,2/24/2025
SAID-0004569,5/17/2024
SAID-0004571,5/22/2024
SAID-0004573,3/19/2024
SAID-0004574,6/29/2023
SAID-0004574,4/9/2024
SAID-0004574,4/11/2024
SAID-0004575,7/10/2023
SAID-0004575,8/18/2023
SAID-0004577,7/7/2023
SAID-0004577,7/12/2023
SAID-0004580,12/3/2024
SAID-0004582,2/13/2025
SAID-0004582,2/19/2025
SAID-0004583,8/31/2023
SAID-0004583,12/15/2023
SAID-0004583,12/15/2023
SAID-0004583,4/9/2024
SAID-0004583,4/9/2024
SAID-0004584,8/31/2023
SAID-0004584,12/15/2023
SAID-0004584,4/9/2024
SAID-0004584,8/21/2024
SAID-0004585,10/6/2023
SAID-0004585,4/30/2024
SAID-0004585,8/14/2024
SAID-0004585,12/19/2024
SAID-0004585,3/11/2025
SAID-0004587,8/14/2024
SAID-0004589,3/13/2024
SAID-0004589,3/27/2024
SAID-0004589,6/19/2024
SAID-0004589,8/8/2024
SAID-0004589,3/14/2025
SAID-0004590,3/13/2024
SAID-0004590,3/27/2024
SAID-0004590,10/25/2024
SAID-0004590,3/14/2025
SAID-0004591,6/5/2023
SAID-0004592,1/3/2024
SAID-0004592,9/6/2024
SAID-0004592,9/18/2024
SAID-0004592,9/6/2024
SAID-0004593,9/18/2024
SAID-0004593,9/24/2024
SAID-0004594,12/28/2023
SAID-0004594,10/21/2024
SAID-0004594,11/1/2024
SAID-0004594,11/26/2024
SAID-0004594,11/26/2024
SAID-0004594,12/19/2024
SAID-0004594,3/14/2025
SAID-0004595,5/23/2023
SAID-0004595,9/23/2024
SAID-0004595,9/25/2024
SAID-0004596,5/23/2023
SAID-0004596,9/23/2024
SAID-0004597,12/16/2024
SAID-0004598,4/10/2024
SAID-0004598,1/13/2025
SAID-0004599,6/19/2024
SAID-0004599,7/2/2024
SAID-0004599,1/29/2025
SAID-0004599,2/19/2025
SAID-0004600,2/2/2024
SAID-0004600,11/6/2024
SAID-0004600,1/23/2025
SAID-0004600,2/25/2025
SAID-0004600,3/6/2025
SAID-0004600,2/28/2025
SAID-0004601,10/21/2024
SAID-0004602,2/14/2024
SAID-0004602,11/13/2024
SAID-0004602,11/13/2024
SAID-0004603,6/6/2023
SAID-0004604,6/6/2023
SAID-0004608,11/30/2023
SAID-0004608,1/25/2024
SAID-0004608,3/19/2024
SAID-0004608,8/7/2024
SAID-0004608,10/7/2024
SAID-0004608,10/30/2024
SAID-0004608,11/8/2024
SAID-0004608,11/13/2024
SAID-0004608,11/18/2024
SAID-0004608,11/20/2024
SAID-0004608,11/26/2024
SAID-0004608,12/9/2024
SAID-0004608,12/9/2024
SAID-0004608,12/19/2024
SAID-0004608,1/7/2025
SAID-0004608,2/13/2025
SAID-0004608,2/14/2025
SAID-0004609,10/6/2023
SAID-0004609,10/19/2023
SAID-0004609,10/23/2023
SAID-0004609,8/22/2024
SAID-0004609,11/18/2024
SAID-0004609,11/20/2024
SAID-0004609,12/9/2024
SAID-0004609,12/19/2024
SAID-0004609,12/26/2024
SAID-0004609,1/7/2025
SAID-0004609,1/10/2025
SAID-0004609,3/17/2025
SAID-0004612,4/24/2023
SAID-0004612,5/24/2023
SAID-0004612,7/29/2024
SAID-0004612,9/6/2024
SAID-0004612,8/19/2024
SAID-0004612,8/26/2024
SAID-0004612,10/17/2024
SAID-0004612,3/3/2025
SAID-0004614,6/7/2024
SAID-0004614,7/22/2024
SAID-0004614,1/17/2025
SAID-0004620,5/1/2023
SAID-0004620,7/23/2024
SAID-0004625,11/29/2023
SAID-0004625,2/7/2024
SAID-0004627,1/25/2024
SAID-0004627,3/19/2024
SAID-0004627,2/14/2025
SAID-0004630,9/23/2024
SAID-0004633,5/18/2023
SAID-0004633,5/19/2023
SAID-0004633,6/15/2023
SAID-0004633,7/18/2023
SAID-0004636,11/6/2023
SAID-0004636,11/7/2023
SAID-0004636,11/7/2023
SAID-0004637,8/24/2023
SAID-0004637,10/5/2023
SAID-0004637,4/1/2024
SAID-0004644,9/14/2023
SAID-0004644,9/21/2023
SAID-0004645,4/25/2023
SAID-0004645,5/1/2023
SAID-0004645,4/22/2024
SAID-0004646,7/31/2023
SAID-0004647,11/13/2023
SAID-0004647,6/28/2024
SAID-0004647,7/15/2024
SAID-0004648,5/14/2024
SAID-0004650,5/20/2024
SAID-0004650,8/20/2024
SAID-0004650,8/30/2024
SAID-0004651,6/3/2024
SAID-0004651,7/15/2024
SAID-0004651,12/10/2024
SAID-0004653,11/19/2024
SAID-0004653,11/27/2024
SAID-0004654,7/16/2024
SAID-0004654,8/5/2024
SAID-0004657,2/21/2024
SAID-0004659,11/21/2023
SAID-0004659,6/25/2024
SAID-0004659,7/16/2024
SAID-0004659,8/8/2024
SAID-0004661,8/3/2023
SAID-0004661,8/14/2023
SAID-0004661,12/30/2024
SAID-0004661,1/7/2025
SAID-0004661,1/7/2025
SAID-0004662,6/20/2023
SAID-0004662,8/30/2023
SAID-0004662,10/30/2023
SAID-0004662,12/1/2023
SAID-0004663,8/22/2023
SAID-0004663,5/9/2024
SAID-0004663,5/28/2024
SAID-0004663,1/17/2025
SAID-0004663,2/20/2025
SAID-0004664,2/22/2024
SAID-0004665,12/15/2023
SAID-0004665,12/26/2023
SAID-0004665,1/2/2024
SAID-0004665,2/2/2024
SAID-0004665,8/6/2024
SAID-0004665,8/14/2024
SAID-0004665,8/17/2024
SAID-0004665,9/5/2024
SAID-0004665,9/10/2024
SAID-0004665,9/18/2024
SAID-0004665,11/19/2024
SAID-0004666,10/11/2024
SAID-0004666,10/21/2024
SAID-0004666,11/15/2024
SAID-0004667,9/1/2023
SAID-0004667,1/15/2024
SAID-0004667,9/14/2024
SAID-0004667,9/20/2024
SAID-0004668,9/19/2023
SAID-0004668,9/26/2024
SAID-0004668,12/10/2024
SAID-0004670,7/2/2024
SAID-0004670,8/11/2024
SAID-0004671,2/7/2024
SAID-0004672,11/6/2023
SAID-0004678,4/17/2023
SAID-0004678,5/15/2023
SAID-0004678,5/7/2024
SAID-0004678,3/17/2025
SAID-0004679,8/3/2024
SAID-0004679,8/26/2024
SAID-0004679,9/20/2024
SAID-0004680,2/5/2024
SAID-0004680,8/15/2024
SAID-0004680,10/8/2024
SAID-0004680,11/26/2024
SAID-0004681,10/3/2024
SAID-0004681,8/28/2024
SAID-0004681,9/23/2024
SAID-0004682,5/4/2023
SAID-0004683,6/28/2023
SAID-0004684,1/29/2024
SAID-0004684,3/25/2024
SAID-0004684,4/1/2024
SAID-0004684,9/23/2024
SAID-0004684,9/26/2024
SAID-0004684,10/30/2024
SAID-0004684,11/4/2024
SAID-0004684,12/4/2024
SAID-0004684,12/10/2024
SAID-0004684,12/16/2024
SAID-0004685,2/6/2024
SAID-0004685,2/22/2024
SAID-0004685,3/4/2025
SAID-0004685,3/18/2025
SAID-0004686,4/19/2023
SAID-0004686,8/8/2023
SAID-0004687,5/2/2023
SAID-0004687,5/30/2023
SAID-0004687,1/15/2024
SAID-0004687,7/31/2024
SAID-0004687,1/31/2025
SAID-0004687,1/31/2025
SAID-0004687,2/13/2025
SAID-0004688,6/8/2024
SAID-0004688,7/15/2024
SAID-0004688,8/7/2024
SAID-0004688,10/1/2024
SAID-0004688,1/31/2025
SAID-0004689,9/18/2023
SAID-0004689,3/17/2025
SAID-0004689,3/24/2025
SAID-0004690,2/19/2024
SAID-0004697,5/17/2024
SAID-0004698,7/25/2023
SAID-0004700,9/18/2023
SAID-0004701,8/17/2023
SAID-0004701,9/18/2023
SAID-0004701,3/8/2024
SAID-0004702,5/24/2023
SAID-0004702,6/5/2023
SAID-0004702,6/15/2023
SAID-0004702,6/24/2024
SAID-0004708,6/19/2024
SAID-0004708,10/22/2024
SAID-0004708,1/10/2025
SAID-0004708,1/17/2025
SAID-0004709,4/14/2023
SAID-0004709,8/29/2023
SAID-0004709,8/29/2024
SAID-0004709,9/6/2024
SAID-0004709,9/23/2024
SAID-0004709,2/19/2025
SAID-0004709,2/24/2025
SAID-0004711,2/23/2024
SAID-0004716,4/3/2024
SAID-0004716,7/10/2024
SAID-0004718,1/18/2024
SAID-0004720,8/8/2024
SAID-0004722,4/12/2024
SAID-0004725,1/24/2024
SAID-0004725,1/17/2025
SAID-0004725,2/14/2025
SAID-0004727,8/15/2023
SAID-0004728,6/27/2023
SAID-0004728,6/28/2024
SAID-0004730,3/7/2025
SAID-0004735,7/31/2024
SAID-0004736,8/24/2023
SAID-0004736,9/7/2023
SAID-0004738,5/23/2024
SAID-0004738,5/30/2024
SAID-0004738,6/5/2024
SAID-0004739,6/24/2024
SAID-0004742,10/4/2023
SAID-0004742,3/14/2024
SAID-0004743,2/19/2024
SAID-0004746,3/20/2025
SAID-0004750,8/5/2024
SAID-0004750,1/3/2025
SAID-0004750,1/3/2025
SAID-0004751,9/2/2023
SAID-0004751,1/23/2025
SAID-0004756,6/21/2024
SAID-0004757,6/3/2023
SAID-0004757,6/27/2023
SAID-0004757,7/25/2023
SAID-0004759,6/13/2023
SAID-0004759,6/8/2023
SAID-0004759,8/3/2023
SAID-0004760,10/30/2023
SAID-0004762,6/10/2023
SAID-0004762,11/7/2023
SAID-0004762,5/30/2024
SAID-0004762,1/10/2025
SAID-0004763,8/18/2023
SAID-0004763,8/2/2024
SAID-0004763,8/13/2024
SAID-0004764,8/12/2023
SAID-0004764,8/17/2024
SAID-0004765,1/22/2024
SAID-0004766,9/11/2024
SAID-0004766,9/17/2024
SAID-0004766,9/24/2024
SAID-0004766,10/1/2024
SAID-0004770,7/11/2023
SAID-0004770,1/10/2025
SAID-0004771,7/27/2023
SAID-0004771,5/21/2024
SAID-0004772,9/6/2024
SAID-0004773,8/29/2024
SAID-0004776,9/4/2024
SAID-0004776,3/19/2025
SAID-0004777,10/24/2023
SAID-0004779,5/2/2023
SAID-0004779,12/20/2023
SAID-0004779,3/6/2025
SAID-0004780,7/16/2024
SAID-0004780,7/25/2024
SAID-0004781,8/11/2023
SAID-0004782,12/20/2023
SAID-0004782,12/22/2023
SAID-0004782,1/19/2024
SAID-0004783,4/22/2024
SAID-0004783,7/13/2023
SAID-0004783,7/25/2023
SAID-0004783,11/14/2023
SAID-0004783,8/14/2024
SAID-0004783,12/2/2024
SAID-0004783,12/10/2024
SAID-0004783,12/27/2024
SAID-0004784,7/18/2023
SAID-0004784,9/29/2023
SAID-0004785,6/21/2024
SAID-0004785,7/15/2024
SAID-0004785,7/25/2024
SAID-0004785,10/1/2024
SAID-0004786,8/7/2023
SAID-0004786,8/6/2024
SAID-0004786,12/19/2024
SAID-0004786,1/17/2025
SAID-0004786,1/24/2025
SAID-0004788,5/22/2024
SAID-0004789,10/2/2024
SAID-0004789,10/4/2024
SAID-0004789,10/8/2024
SAID-0004789,10/11/2024
SAID-0004789,11/1/2024
SAID-0004791,5/22/2023
SAID-0004792,2/2/2024
SAID-0004793,6/5/2023
SAID-0004793,6/20/2023
SAID-0004795,12/31/2024
SAID-0004795,1/22/2025
SAID-0004796,5/22/2024
SAID-0004798,1/24/2025
SAID-0004801,9/2/2023
SAID-0004801,10/23/2023
SAID-0004802,6/3/2024
SAID-0004802,10/18/2024
SAID-0004803,10/26/2024
SAID-0004804,6/12/2024
SAID-0004805,7/24/2023
SAID-0004805,9/1/2023
SAID-0004805,9/25/2023
SAID-0004805,9/28/2023
SAID-0004806,9/18/2024
SAID-0004806,10/11/2024
SAID-0004809,8/4/2023
SAID-0004809,8/12/2023
SAID-0004817,11/27/2023
SAID-0004820,8/13/2024
SAID-0004820,8/17/2024
SAID-0004823,9/19/2023
SAID-0004823,8/29/2024
SAID-0004824,5/10/2023
SAID-0004825,7/27/2023
SAID-0004825,8/2/2024
SAID-0004827,5/30/2023
SAID-0004827,12/12/2023
SAID-0004827,9/11/2024
SAID-0004827,1/23/2025
SAID-0004827,1/29/2025
SAID-0004828,11/22/2023
SAID-0004829,8/11/2023
SAID-0004829,9/9/2024
SAID-0004830,5/1/2023
SAID-0004830,5/9/2023
SAID-0004830,9/26/2023
SAID-0004830,4/2/2024
SAID-0004830,4/10/2024
SAID-0004831,7/14/2023
SAID-0004833,5/22/2023
SAID-0004833,5/26/2023
SAID-0004834,3/12/2025
SAID-0004835,7/5/2023
SAID-0004835,7/20/2023
SAID-0004835,1/10/2024
SAID-0004836,2/7/2024
SAID-0004836,3/22/2024
SAID-0004837,7/25/2023
SAID-0004837,9/17/2024
SAID-0004838,1/19/2024
SAID-0004839,11/24/2023
SAID-0004839,2/10/2025
SAID-0004840,8/28/2023
SAID-0004840,10/3/2023
SAID-0004840,10/17/2023
SAID-0004840,11/2/2023
SAID-0004840,8/27/2024
SAID-0004840,8/28/2024
SAID-0004840,8/29/2024
SAID-0004841,8/22/2023
SAID-0004841,1/14/2025
SAID-0004842,5/31/2023
SAID-0004842,6/27/2023
SAID-0004842,6/24/2024
SAID-0004842,11/29/2024
SAID-0004842,12/9/2024
SAID-0004842,12/26/2024
SAID-0004842,1/13/2025
SAID-0004842,2/11/2025
SAID-0004843,11/1/2023
SAID-0004843,12/4/2023
SAID-0004846,5/1/2023
SAID-0004846,10/11/2023
SAID-0004846,10/27/2023
SAID-0004847,9/7/2023
SAID-0004847,1/13/2025
SAID-0004848,10/23/2023
SAID-0004850,6/12/2024
SAID-0004850,7/22/2024
SAID-0004851,1/30/2025
SAID-0004851,8/2/2023
SAID-0004851,12/31/2024
SAID-0004853,9/5/2023
SAID-0004854,2/28/2025
SAID-0004855,8/26/2024
SAID-0004856,6/14/2024
SAID-0004856,3/21/2025
SAID-0004857,7/5/2024
SAID-0004857,7/19/2024
SAID-0004857,7/29/2024
SAID-0004858,8/1/2023
SAID-0004859,1/8/2024
SAID-0004859,1/9/2024
SAID-0004859,8/13/2024
SAID-0004859,8/17/2024
SAID-0004859,11/6/2024
SAID-0004859,1/3/2025
SAID-0004861,11/6/2024
SAID-0004862,11/21/2023
SAID-0004863,6/8/2023
SAID-0004863,10/3/2024
SAID-0004863,2/11/2025
SAID-0004863,3/5/2025
SAID-0004863,3/5/2025
SAID-0004865,8/21/2023
SAID-0004865,9/5/2023
SAID-0004865,9/23/2024
SAID-0004865,10/18/2024
SAID-0004868,7/17/2023
SAID-0004868,8/15/2023
SAID-0004868,1/24/2024
SAID-0004868,1/24/2025
SAID-0004869,8/9/2023
SAID-0004870,8/25/2023
SAID-0004872,8/21/2024
SAID-0004874,5/8/2023
SAID-0004874,6/5/2023
SAID-0004874,11/1/2023
SAID-0004874,5/2/2024
SAID-0004874,5/28/2024
SAID-0004874,5/28/2024
SAID-0004874,1/23/2025
SAID-0004875,1/6/2025
SAID-0004875,1/21/2025
SAID-0004880,3/15/2024
SAID-0004880,3/15/2024
SAID-0004882,7/24/2024
SAID-0004883,4/20/2023
SAID-0004883,4/26/2023
SAID-0004883,5/17/2023
SAID-0004883,5/22/2023
SAID-0004883,2/27/2025
SAID-0004883,3/20/2025
SAID-0004884,10/12/2023
SAID-0004884,11/8/2023
SAID-0004884,11/8/2023
SAID-0004884,11/15/2023
SAID-0004884,8/27/2024
SAID-0004884,9/17/2024
SAID-0004886,7/24/2024
SAID-0004887,10/11/2024
SAID-0004888,5/16/2023
SAID-0004888,9/19/2023
SAID-0004888,6/19/2024
SAID-0004888,7/18/2024
SAID-0004888,11/25/2024
SAID-0004888,12/13/2024
SAID-0004889,6/8/2024
SAID-0004891,10/31/2023
SAID-0004891,11/7/2023
SAID-0004891,11/7/2023
SAID-0004892,1/14/2025
SAID-0004892,2/17/2025
SAID-0004892,2/17/2025
SAID-0004893,4/23/2024
SAID-0004893,1/9/2025
SAID-0004894,3/4/2025
SAID-0004894,3/4/2025
SAID-0004894,3/14/2025
SAID-0004895,7/31/2024
SAID-0004896,4/25/2023
SAID-0004896,3/19/2024
SAID-0004896,5/20/2024
SAID-0004897,6/22/2023
SAID-0004897,2/20/2025
SAID-0004897,2/26/2025
SAID-0004897,2/27/2025
SAID-0004898,12/7/2023
SAID-0004898,6/14/2023
SAID-0004898,1/31/2024
SAID-0004898,3/8/2024
SAID-0004899,6/5/2023
SAID-0004899,6/15/2023
SAID-0004899,9/13/2023
SAID-0004899,9/20/2023
SAID-0004900,10/17/2023
SAID-0004900,10/23/2023
SAID-0004900,3/20/2025
SAID-0004901,12/10/2024
SAID-0004905,9/12/2024
SAID-0004906,12/2/2024
SAID-0004906,12/4/2024
SAID-0004907,1/8/2025
SAID-0004907,3/24/2025
SAID-0004913,4/19/2024
SAID-0004913,7/30/2024
SAID-0004915,6/12/2023
SAID-0004915,7/9/2024
SAID-0004917,7/24/2024
SAID-0004917,8/20/2024
SAID-0004917,8/29/2024
SAID-0004918,4/8/2024
SAID-0004919,8/22/2024
SAID-0004923,10/24/2024
SAID-0004923,10/29/2024
SAID-0004923,11/5/2024
SAID-0004923,10/29/2024
SAID-0004924,9/5/2023
SAID-0004924,12/7/2023
SAID-0004924,10/29/2024
SAID-0004924,2/26/2025
SAID-0004926,10/18/2023
SAID-0004926,1/4/2024
SAID-0004930,7/7/2023
SAID-0004930,7/17/2023
SAID-0004930,6/18/2024
SAID-0004930,6/19/2024
SAID-0004930,7/25/2024
SAID-0004931,1/18/2024
SAID-0004931,2/9/2024
SAID-0004931,7/5/2024
SAID-0004931,7/18/2024
SAID-0004931,10/23/2024
SAID-0004932,11/8/2023
SAID-0004933,1/14/2025
SAID-0004934,1/29/2024
SAID-0004934,7/1/2024
SAID-0004935,5/24/2024
SAID-0004935,6/3/2024
SAID-0004935,7/3/2024
SAID-0004935,7/22/2024
SAID-0004935,7/5/2024
SAID-0004938,5/2/2024
SAID-0004938,5/6/2024
SAID-0004938,5/9/2024
SAID-0004938,1/16/2025
SAID-0004939,4/21/2023
SAID-0004939,5/16/2023
SAID-0004939,5/18/2023
SAID-0004939,9/1/2023
SAID-0004939,10/11/2023
SAID-0004939,10/11/2023
SAID-0004939,10/25/2023
SAID-0004939,11/1/2023
SAID-0004939,11/3/2023
SAID-0004939,11/20/2023
SAID-0004939,11/20/2023
SAID-0004939,12/8/2023
SAID-0004939,6/6/2024
SAID-0004939,6/13/2024
SAID-0004939,6/21/2024
SAID-0004940,6/20/2024
SAID-0004940,7/23/2024
SAID-0004940,8/8/2024
SAID-0004940,8/8/2024
SAID-0004941,12/11/2024
SAID-0004942,6/21/2023
SAID-0004942,6/26/2024
SAID-0004943,9/8/2023
SAID-0004945,10/2/2024
SAID-0004945,11/18/2024
SAID-0004946,5/30/2023
SAID-0004946,6/27/2023
SAID-0004947,7/24/2024
SAID-0004947,12/17/2024
SAID-0004947,1/3/2025
SAID-0004948,7/24/2024
SAID-0004949,3/21/2024
SAID-0004950,11/3/2023
SAID-0004953,7/5/2023
SAID-0004953,7/10/2023
SAID-0004953,7/25/2023
SAID-0004953,8/7/2024
SAID-0004953,9/13/2024
SAID-0004953,9/13/2024
SAID-0004953,9/19/2024
SAID-0004955,7/14/2023
SAID-0004955,8/14/2024
SAID-0004956,9/20/2023
SAID-0004956,1/17/2024
SAID-0004956,2/15/2024
SAID-0004957,8/1/2024
SAID-0004960,8/21/2023
SAID-0004960,8/30/2024
SAID-0004960,9/6/2024
SAID-0004961,5/15/2023
